Loan_ID,Date_ID,Recipient_ID,LoanOfficer_ID,loan_amount,Upfront_charges,property_value
27416,1002527,1002527,410,196500,0,
27417,1002528,1002528,494,526500,0,678000
27418,1002529,1002529,135,426500,0,
27419,1002530,1002530,517,526500,0,758000
27420,1002531,1002531,657,216500,0,1508000
27421,1002532,1002532,475,386500,0,378000
27422,1002533,1002533,47,436500,604.8,548000
27423,1002534,1002534,881,486500,6755.64,648000
27424,1002535,1002535,255,266500,0,328000
27425,1002536,1002536,846,226500,6034.15,268000
27426,1002537,1002537,335,226500,5253.79,308000
27427,1002538,1002538,815,316500,0,
27428,1002539,1002539,535,376500,2082.9,478000
27429,1002540,1002540,716,656500,100,728000
27430,1002541,1002541,202,346500,0,468000
27431,1002542,1002542,789,276500,0,328000
27432,1002543,1002543,43,286500,7600,358000
27433,1002544,1002544,139,196500,1463,228000
27434,1002545,1002545,413,306500,7390,498000
27435,1002546,1002546,450,416500,0,
27436,1002547,1002547,459,86500,3000.78,168000
27437,1002548,1002548,260,316500,5081.25,378000
27438,1002549,1002549,591,346500,5562.5,618000
27439,1002550,1002550,14,236500,1196.85,288000
27440,1002551,1002551,373,226500,0,458000
27441,1002552,1002552,660,346500,0,508000
27442,1002553,1002553,192,156500,0,
27443,1002554,1002554,221,426500,7042.65,708000
27444,1002555,1002555,282,206500,0,1378000
27445,1002556,1002556,99,396500,0,498000
27446,1002557,1002557,720,186500,1800,438000
27447,1002558,1002558,206,306500,1200,408000
27448,1002559,1002559,150,306500,0,348000
27449,1002560,1002560,870,166500,3600,258000
27450,1002561,1002561,25,316500,4753.81,458000
27451,1002562,1002562,623,186500,0,
27452,1002563,1002563,595,656500,0,
27453,1002564,1002564,157,96500,3028.13,148000
27454,1002565,1002565,480,486500,7150,678000
27455,1002566,1002566,835,266500,2233.36,338000
27456,1002567,1002567,338,506500,6913.37,608000
27457,1002568,1002568,249,266500,1657.35,298000
27458,1002569,1002569,389,246500,6240,318000
27459,1002570,1002570,824,136500,0,188000
27460,1002571,1002571,126,86500,3091.75,158000
27461,1002572,1002572,587,96500,1723.45,118000
27462,1002573,1002573,655,306500,863.15,328000
27463,1002574,1002574,712,86500,2500,358000
27464,1002575,1002575,611,356500,0,358000
27465,1002576,1002576,214,486500,0,718000
27466,1002577,1002577,242,296500,2183,458000
27467,1002578,1002578,836,446500,489.9,1028000
27468,1002579,1002579,49,336500,2800,518000
27469,1002580,1002580,281,126500,0,
27470,1002581,1002581,868,216500,2604.38,358000
27471,1002582,1002582,880,686500,9850,1408000
27472,1002583,1002583,444,416500,0,458000
27473,1002584,1002584,43,216500,5275.21,358000
27474,1002585,1002585,517,426500,514.5,978000
27475,1002586,1002586,376,196500,6974.78,208000
27476,1002587,1002587,192,136500,3541.25,158000
27477,1002588,1002588,205,536500,2190,638000
27478,1002589,1002589,612,246500,1250,378000
27479,1002590,1002590,280,356500,0,
27480,1002591,1002591,419,166500,0,
27481,1002592,1002592,11,276500,1250,348000
27482,1002593,1002593,315,246500,1855.62,358000
27483,1002594,1002594,593,366500,0,418000
27484,1002595,1002595,852,156500,0,188000
27485,1002596,1002596,81,246500,2966.87,288000
27486,1002597,1002597,196,166500,0,168000
27487,1002598,1002598,112,486500,0,818000
27488,1002599,1002599,469,116500,0,168000
27489,1002600,1002600,733,266500,6589,838000
27490,1002601,1002601,442,336500,1945.62,728000
27491,1002602,1002602,263,196500,5592.5,398000
27492,1002603,1002603,722,156500,2109.94,378000
27493,1002604,1002604,276,146500,2586.15,158000
27494,1002605,1002605,83,566500,9665,798000
27495,1002606,1002606,108,66500,0,
27496,1002607,1002607,476,596500,0,658000
27497,1002608,1002608,265,166500,5078.13,278000
27498,1002609,1002609,583,166500,0,
27499,1002610,1002610,811,226500,6740,328000
27500,1002611,1002611,537,226500,5730.26,278000
27501,1002612,1002612,430,106500,3375,668000
27502,1002613,1002613,604,416500,4185,478000
27503,1002614,1002614,779,476500,0,678000
27504,1002615,1002615,796,456500,3338.82,528000
27505,1002616,1002616,825,216500,0,258000
27506,1002617,1002617,259,186500,2175,318000
27507,1002618,1002618,601,376500,1235,558000
27508,1002619,1002619,626,356500,11650,478000
27509,1002620,1002620,638,506500,6620,608000
27510,1002621,1002621,258,446500,686.93,598000
27511,1002622,1002622,791,366500,5061,508000
27512,1002623,1002623,209,446500,0,468000
27513,1002624,1002624,316,236500,4347.5,308000
27514,1002625,1002625,591,546500,0,688000
27515,1002626,1002626,842,186500,4135.94,238000
27516,1002627,1002627,239,226500,1305.88,288000
27517,1002628,1002628,412,346500,4640.88,328000
27518,1002629,1002629,324,566500,795,708000
27519,1002630,1002630,496,56500,1625,68000
27520,1002631,1002631,315,406500,0,
27521,1002632,1002632,547,246500,3201,268000
27522,1002633,1002633,74,146500,4470.76,368000
27523,1002634,1002634,243,396500,0,668000
27524,1002635,1002635,390,216500,0,258000
27525,1002636,1002636,667,216500,4145.62,588000
27526,1002637,1002637,90,96500,1777.02,118000
27527,1002638,1002638,46,286500,3340,608000
27528,1002639,1002639,484,276500,6727.12,368000
27529,1002640,1002640,807,106500,0,758000
27530,1002641,1002641,649,226500,6357.5,358000
27531,1002642,1002642,865,206500,0,238000
27532,1002643,1002643,311,376500,0,
27533,1002644,1002644,244,156500,4396.4,238000
27534,1002645,1002645,880,356500,5456.75,448000
27535,1002646,1002646,393,266500,5061.5,1068000
27536,1002647,1002647,30,726500,19.58,928000
27537,1002648,1002648,437,156500,0,198000
27538,1002649,1002649,825,526500,0,908000
27539,1002650,1002650,133,366500,3372.44,898000
27540,1002651,1002651,297,106500,0,168000
27541,1002652,1002652,270,396500,9650,528000
27542,1002653,1002653,292,106500,0,158000
27543,1002654,1002654,557,166500,6486.54,318000
27544,1002655,1002655,207,476500,2086.9,978000
27545,1002656,1002656,796,246500,3645.14,308000
27546,1002657,1002657,162,396500,5238,508000
27547,1002658,1002658,767,206500,0,398000
27548,1002659,1002659,886,246500,0,308000
27549,1002660,1002660,543,386500,2678.75,638000
27550,1002661,1002661,870,86500,0,68000
27551,1002662,1002662,875,726500,4782.63,1148000
27552,1002663,1002663,379,186500,5620,238000
27553,1002664,1002664,773,616500,0,658000
27554,1002665,1002665,789,276500,4737.5,318000
27555,1002666,1002666,728,446500,4352.01,608000
27556,1002667,1002667,159,156500,0,178000
27557,1002668,1002668,537,336500,5400.07,568000
27558,1002669,1002669,343,286500,0,308000
27559,1002670,1002670,443,186500,2332.19,198000
27560,1002671,1002671,218,276500,7562.5,368000
27561,1002672,1002672,89,56500,1497.5,128000
27562,1002673,1002673,434,286500,0,278000
27563,1002674,1002674,638,256500,1250,478000
27564,1002675,1002675,619,406500,0,528000
27565,1002676,1002676,78,286500,5343.75,348000
27566,1002677,1002677,838,466500,0,588000
27567,1002678,1002678,631,316500,0,338000
27568,1002679,1002679,58,296500,5694.5,438000
27569,1002680,1002680,666,206500,641.61,308000
27570,1002681,1002681,166,216500,6072.34,358000
27571,1002682,1002682,348,436500,5940,488000
27572,1002683,1002683,9,166500,0,308000
27573,1002684,1002684,821,226500,0,278000
27574,1002685,1002685,610,516500,1150,648000
27575,1002686,1002686,116,106500,3053.19,238000
27576,1002687,1002687,820,206500,2080,268000
27577,1002688,1002688,621,356500,5182.61,488000
27578,1002689,1002689,768,256500,1383.75,278000
27579,1002690,1002690,551,106500,3150,308000
27580,1002691,1002691,821,436500,0,1008000
27581,1002692,1002692,353,306500,9632.5,488000
27582,1002693,1002693,229,1496500,6244.67,1998000
27583,1002694,1002694,759,736500,6248.32,888000
27584,1002695,1002695,650,516500,23.76,958000
27585,1002696,1002696,182,156500,1960,158000
27586,1002697,1002697,898,356500,0,448000
27587,1002698,1002698,154,366500,0,
27588,1002699,1002699,242,356500,0,498000
27589,1002700,1002700,671,276500,0,
27590,1002701,1002701,338,106500,3078.89,198000
27591,1002702,1002702,276,416500,0,508000
27592,1002703,1002703,758,416500,4918,528000
27593,1002704,1002704,271,416500,266.18,528000
27594,1002705,1002705,529,446500,11555,558000
27595,1002706,1002706,108,236500,5310.5,278000
27596,1002707,1002707,691,726500,246.48,1128000
27597,1002708,1002708,604,166500,1237.52,278000
27598,1002709,1002709,68,396500,4932.88,498000
27599,1002710,1002710,628,106500,1795,128000
27600,1002711,1002711,6,486500,0,778000
27601,1002712,1002712,684,566500,0,608000
27602,1002713,1002713,205,526500,0,538000
27603,1002714,1002714,690,176500,5641.07,348000
27604,1002715,1002715,126,446500,295,558000
27605,1002716,1002716,463,86500,2902.77,118000
27606,1002717,1002717,167,706500,0,958000
27607,1002718,1002718,107,126500,0,
27608,1002719,1002719,379,376500,2453.08,538000
27609,1002720,1002720,452,76500,0,178000
27610,1002721,1002721,229,676500,0,968000
27611,1002722,1002722,192,676500,0,998000
27612,1002723,1002723,580,226500,7268.75,348000
27613,1002724,1002724,559,156500,3400,328000
27614,1002725,1002725,225,246500,750,258000
27615,1002726,1002726,472,306500,4149.19,318000
27616,1002727,1002727,334,716500,0,808000
27617,1002728,1002728,750,96500,2919.15,108000
27618,1002729,1002729,326,486500,0,878000
27619,1002730,1002730,65,256500,5144.62,298000
27620,1002731,1002731,235,206500,4371.5,308000
27621,1002732,1002732,444,206500,2669.88,248000
27622,1002733,1002733,189,436500,228.4,608000
27623,1002734,1002734,656,486500,14560,618000
27624,1002735,1002735,43,46500,0,188000
27625,1002736,1002736,202,406500,5037.5,418000
27626,1002737,1002737,52,396500,10536.25,608000
27627,1002738,1002738,823,456500,9415.89,808000
27628,1002739,1002739,726,576500,2524.88,668000
27629,1002740,1002740,533,146500,4428.91,208000
27630,1002741,1002741,526,496500,9739.71,518000
27631,1002742,1002742,570,366500,0,458000
27632,1002743,1002743,629,86500,2812.5,308000
27633,1002744,1002744,265,266500,0,
27634,1002745,1002745,791,466500,1250,928000
27635,1002746,1002746,613,76500,2336.61,78000
27636,1002747,1002747,457,146500,0,178000
27637,1002748,1002748,630,226500,0,
27638,1002749,1002749,867,296500,0,
27639,1002750,1002750,453,326500,295,928000
27640,1002751,1002751,133,326500,0,
27641,1002752,1002752,325,356500,7997.19,488000
27642,1002753,1002753,96,596500,0,618000
27643,1002754,1002754,282,306500,262.53,888000
27644,1002755,1002755,254,166500,0,
27645,1002756,1002756,834,256500,0,
27646,1002757,1002757,413,266500,0,
27647,1002758,1002758,457,106500,2609.81,148000
27648,1002759,1002759,192,96500,2602.57,168000
27649,1002760,1002760,720,476500,0,658000
27650,1002761,1002761,69,406500,9920,518000
27651,1002762,1002762,113,496500,2917.76,618000
27652,1002763,1002763,842,376500,1644.44,478000
27653,1002764,1002764,242,526500,8767.25,828000
27654,1002765,1002765,686,346500,0,608000
27655,1002766,1002766,93,166500,2407.9,248000
27656,1002767,1002767,290,216500,2888,338000
27657,1002768,1002768,52,96500,0,108000
27658,1002769,1002769,120,456500,0,478000
27659,1002770,1002770,506,526500,0,
27660,1002771,1002771,74,186500,3064.3,288000
27661,1002772,1002772,855,176500,5106,228000
27662,1002773,1002773,469,366500,0,
27663,1002774,1002774,575,256500,4406.66,258000
27664,1002775,1002775,826,446500,1702.1,508000
27665,1002776,1002776,66,566500,9759.13,668000
27666,1002777,1002777,613,156500,795.75,158000
27667,1002778,1002778,197,256500,1799.73,368000
27668,1002779,1002779,769,356500,793.1,518000
27669,1002780,1002780,787,236500,0,268000
27670,1002781,1002781,22,176500,2415.92,208000
27671,1002782,1002782,9,216500,0,
27672,1002783,1002783,434,406500,2000,518000
27673,1002784,1002784,672,356500,0,
27674,1002785,1002785,746,266500,0,268000
27675,1002786,1002786,128,236500,2816.79,428000
27676,1002787,1002787,378,446500,0,558000
27677,1002788,1002788,409,256500,45.9,308000
27678,1002789,1002789,781,76500,3267.5,118000
27679,1002790,1002790,510,366500,400,488000
27680,1002791,1002791,130,646500,0,
27681,1002792,1002792,670,306500,4682.66,1298000
27682,1002793,1002793,731,256500,3170,328000
27683,1002794,1002794,482,136500,0,238000
27684,1002795,1002795,660,366500,12306.48,578000
27685,1002796,1002796,20,86500,3120,158000
27686,1002797,1002797,773,136500,0,198000
27687,1002798,1002798,275,106500,3183.72,208000
27688,1002799,1002799,263,416500,3977.75,608000
27689,1002800,1002800,82,506500,399.24,578000
27690,1002801,1002801,568,486500,0,688000
27691,1002802,1002802,534,116500,2308.02,158000
27692,1002803,1002803,713,696500,1652.6,1098000
27693,1002804,1002804,296,46500,2156.74,58000
27694,1002805,1002805,455,376500,1031.2,688000
27695,1002806,1002806,801,676500,48,698000
27696,1002807,1002807,603,206500,0,1118000
27697,1002808,1002808,482,116500,1650.96,178000
27698,1002809,1002809,287,246500,7280,318000
27699,1002810,1002810,31,266500,3583.19,388000
27700,1002811,1002811,809,386500,9800,498000
27701,1002812,1002812,717,166500,0,
27702,1002813,1002813,579,356500,0,858000
27703,1002814,1002814,624,166500,0,228000
27704,1002815,1002815,690,306500,3318.85,348000
27705,1002816,1002816,407,456500,7535,488000
27706,1002817,1002817,464,386500,5131.79,658000
27707,1002818,1002818,640,486500,0,688000
27708,1002819,1002819,500,186500,5477.64,258000
27709,1002820,1002820,442,126500,0,
27710,1002821,1002821,761,386500,6475,478000
27711,1002822,1002822,858,536500,0,
27712,1002823,1002823,406,416500,2652.24,518000
27713,1002824,1002824,336,206500,0,308000
27714,1002825,1002825,241,916500,0,908000
27715,1002826,1002826,227,646500,8217.85,958000
27716,1002827,1002827,639,406500,6861.91,608000
27717,1002828,1002828,427,686500,0,858000
27718,1002829,1002829,495,216500,0,278000
27719,1002830,1002830,286,156500,0,268000
27720,1002831,1002831,714,486500,219.42,678000
27721,1002832,1002832,51,136500,4238.9,178000
27722,1002833,1002833,883,466500,7828.14,488000
27723,1002834,1002834,900,266500,3451.75,358000
27724,1002835,1002835,469,66500,0,78000
27725,1002836,1002836,80,656500,0,678000
27726,1002837,1002837,389,656500,1267.52,818000
27727,1002838,1002838,320,406500,6318.75,528000
27728,1002839,1002839,268,456500,0,658000
27729,1002840,1002840,891,286500,0,588000
27730,1002841,1002841,823,726500,1118.33,908000
27731,1002842,1002842,326,206500,3982.81,278000
27732,1002843,1002843,484,496500,0,468000
27733,1002844,1002844,226,166500,4475,248000
27734,1002845,1002845,134,546500,2183.9,1048000
27735,1002846,1002846,647,76500,2468.75,758000
27736,1002847,1002847,369,526500,0,768000
27737,1002848,1002848,343,116500,3311.31,208000
27738,1002849,1002849,101,256500,0,308000
27739,1002850,1002850,675,186500,0,248000
27740,1002851,1002851,106,336500,3979.78,428000
27741,1002852,1002852,815,86500,2587.78,358000
27742,1002853,1002853,698,226500,0,238000
27743,1002854,1002854,721,376500,2921.25,518000
27744,1002855,1002855,160,316500,1147.35,478000
27745,1002856,1002856,34,206500,6809.6,258000
27746,1002857,1002857,329,326500,3300,418000
27747,1002858,1002858,559,276500,7392.5,358000
27748,1002859,1002859,169,206500,1768.8,358000
27749,1002860,1002860,28,206500,0,268000
27750,1002861,1002861,270,406500,0,
27751,1002862,1002862,91,166500,0,258000
27752,1002863,1002863,763,166500,324.27,168000
27753,1002864,1002864,559,266500,0,348000
27754,1002865,1002865,6,296500,752.67,748000
27755,1002866,1002866,578,246500,4152.25,558000
27756,1002867,1002867,743,476500,0,538000
27757,1002868,1002868,296,96500,1953.6,128000
27758,1002869,1002869,77,106500,0,
27759,1002870,1002870,853,366500,0,398000
27760,1002871,1002871,203,286500,1960.75,498000
27761,1002872,1002872,212,106500,3276.37,188000
27762,1002873,1002873,581,276500,5780,348000
27763,1002874,1002874,663,186500,1708.75,318000
27764,1002875,1002875,271,496500,5561.34,698000
27765,1002876,1002876,141,186500,0,
27766,1002877,1002877,597,146500,3717.5,248000
27767,1002878,1002878,295,706500,10683.15,958000
27768,1002879,1002879,216,86500,2669.25,208000
27769,1002880,1002880,442,356500,0,438000
27770,1002881,1002881,583,186500,0,
27771,1002882,1002882,488,106500,1883.8,118000
27772,1002883,1002883,406,486500,2016.14,978000
27773,1002884,1002884,93,86500,2506.45,118000
27774,1002885,1002885,239,236500,6180,368000
27775,1002886,1002886,646,296500,3123.19,438000
27776,1002887,1002887,775,106500,936.25,248000
27777,1002888,1002888,531,476500,2672,668000
27778,1002889,1002889,302,136500,5309.65,178000
27779,1002890,1002890,69,126500,3157.14,178000
27780,1002891,1002891,827,416500,1239.99,608000
27781,1002892,1002892,860,266500,2567,318000
27782,1002893,1002893,494,296500,0,328000
27783,1002894,1002894,841,356500,7497.5,558000
27784,1002895,1002895,687,566500,0,
27785,1002896,1002896,643,496500,0,498000
27786,1002897,1002897,328,646500,0,698000
27787,1002898,1002898,787,236500,0,
27788,1002899,1002899,772,206500,0,
27789,1002900,1002900,522,576500,0,638000
27790,1002901,1002901,579,96500,3874.96,108000
27791,1002902,1002902,67,646500,0,808000
27792,1002903,1002903,604,316500,916.58,758000
27793,1002904,1002904,650,606500,0,2308000
27794,1002905,1002905,473,356500,5080,538000
27795,1002906,1002906,535,326500,1500.78,348000
27796,1002907,1002907,730,286500,795,718000
27797,1002908,1002908,775,166500,5168.75,208000
27798,1002909,1002909,136,236500,877.35,478000
27799,1002910,1002910,826,296500,2150,328000
27800,1002911,1002911,399,116500,4196.91,178000
27801,1002912,1002912,606,106500,2868.5,148000
27802,1002913,1002913,44,296500,0,378000
27803,1002914,1002914,869,366500,0,438000
27804,1002915,1002915,863,436500,8805,1208000
27805,1002916,1002916,592,236500,1616.2,268000
27806,1002917,1002917,205,336500,167.4,378000
27807,1002918,1002918,686,176500,295,1008000
27808,1002919,1002919,427,156500,1862.5,338000
27809,1002920,1002920,690,156500,4214,198000
27810,1002921,1002921,140,136500,3346.66,188000
27811,1002922,1002922,771,326500,0,438000
27812,1002923,1002923,307,206500,0,248000
27813,1002924,1002924,63,296500,0,
27814,1002925,1002925,47,126500,0,
27815,1002926,1002926,866,396500,0,
27816,1002927,1002927,743,306500,3050,388000
27817,1002928,1002928,678,546500,0,638000
27818,1002929,1002929,851,156500,0,
27819,1002930,1002930,79,626500,0,718000
27820,1002931,1002931,561,496500,10640,558000
27821,1002932,1002932,75,706500,10943.06,798000
27822,1002933,1002933,641,206500,0,248000
27823,1002934,1002934,292,536500,0,848000
27824,1002935,1002935,640,326500,4437.5,388000
27825,1002936,1002936,268,716500,0,728000
27826,1002937,1002937,61,676500,1499,938000
27827,1002938,1002938,577,206500,0,
27828,1002939,1002939,427,236500,0,358000
27829,1002940,1002940,670,326500,0,338000
27830,1002941,1002941,374,176500,3700,228000
27831,1002942,1002942,572,716500,5703.13,988000
27832,1002943,1002943,89,136500,0,168000
27833,1002944,1002944,359,316500,1942.13,548000
27834,1002945,1002945,841,546500,4484.9,688000
27835,1002946,1002946,372,126500,3650,178000
27836,1002947,1002947,786,196500,4320,248000
27837,1002948,1002948,84,686500,292.04,728000
27838,1002949,1002949,408,456500,944,508000
27839,1002950,1002950,651,346500,4647.71,348000
27840,1002951,1002951,319,936500,3335.46,1508000
27841,1002952,1002952,890,216500,6500,368000
27842,1002953,1002953,439,266500,230.46,448000
27843,1002954,1002954,203,236500,0,258000
27844,1002955,1002955,263,486500,16150,608000
27845,1002956,1002956,288,656500,0,778000
27846,1002957,1002957,135,186500,1250,308000
27847,1002958,1002958,817,266500,0,278000
27848,1002959,1002959,4,276500,3888.91,378000
27849,1002960,1002960,141,166500,0,
27850,1002961,1002961,810,106500,3052.5,148000
27851,1002962,1002962,448,606500,8095,768000
27852,1002963,1002963,115,216500,400,378000
27853,1002964,1002964,135,726500,0,808000
27854,1002965,1002965,479,146500,3438.28,248000
27855,1002966,1002966,530,216500,0,
27856,1002967,1002967,680,396500,4950,498000
27857,1002968,1002968,329,556500,4946.5,898000
27858,1002969,1002969,128,216500,4590,268000
27859,1002970,1002970,392,326500,6110,368000
27860,1002971,1002971,671,166500,0,
27861,1002972,1002972,146,46500,1748.68,48000
27862,1002973,1002973,186,356500,808.42,608000
27863,1002974,1002974,310,286500,0,608000
27864,1002975,1002975,769,146500,0,228000
27865,1002976,1002976,516,76500,3251.75,308000
27866,1002977,1002977,483,156500,0,168000
27867,1002978,1002978,628,346500,750,468000
27868,1002979,1002979,254,336500,5405.2,328000
27869,1002980,1002980,850,506500,0,
27870,1002981,1002981,317,496500,3924.52,548000
27871,1002982,1002982,342,286500,521.3,708000
27872,1002983,1002983,818,436500,3532.95,658000
27873,1002984,1002984,644,316500,0,388000
27874,1002985,1002985,802,376500,6005.79,378000
27875,1002986,1002986,658,126500,4622.78,418000
27876,1002987,1002987,21,276500,0,378000
27877,1002988,1002988,797,456500,0,528000
27878,1002989,1002989,129,406500,0,
27879,1002990,1002990,615,456500,0,638000
27880,1002991,1002991,39,176500,3275.99,178000
27881,1002992,1002992,627,36500,0,
27882,1002993,1002993,423,486500,0,
27883,1002994,1002994,568,316500,1977.7,328000
27884,1002995,1002995,201,126500,0,118000
27885,1002996,1002996,700,116500,2987.5,118000
27886,1002997,1002997,772,396500,12195,658000
27887,1002998,1002998,58,366500,0,428000
27888,1002999,1002999,535,396500,0,418000
27889,1003000,1003000,808,386500,0,398000
27890,1003001,1003001,888,556500,494.57,628000
27891,1003002,1003002,732,726500,0,988000
27892,1003003,1003003,564,416500,2558.85,418000
27893,1003004,1003004,402,196500,5315,388000
27894,1003005,1003005,523,186500,5852.11,308000
27895,1003006,1003006,333,216500,30.95,258000
27896,1003007,1003007,349,616500,0,828000
27897,1003008,1003008,302,286500,615.55,318000
27898,1003009,1003009,210,156500,1909.01,168000
27899,1003010,1003010,536,706500,0,848000
27900,1003011,1003011,668,316500,284,468000
27901,1003012,1003012,206,166500,4381.25,368000
27902,1003013,1003013,351,256500,0,348000
27903,1003014,1003014,771,356500,0,448000
27904,1003015,1003015,828,486500,0,
27905,1003016,1003016,220,246500,5537.5,508000
27906,1003017,1003017,621,366500,12137.03,728000
27907,1003018,1003018,17,456500,6875,698000
27908,1003019,1003019,210,226500,1001.03,388000
27909,1003020,1003020,291,166500,0,
27910,1003021,1003021,532,266500,537.12,408000
27911,1003022,1003022,369,176500,0,198000
27912,1003023,1003023,373,156500,3566.16,318000
27913,1003024,1003024,421,296500,0,378000
27914,1003025,1003025,580,576500,14835,718000
27915,1003026,1003026,530,306500,0,328000
27916,1003027,1003027,62,586500,2190,1008000
27917,1003028,1003028,804,296500,8143.65,378000
27918,1003029,1003029,875,336500,3670,438000
27919,1003030,1003030,311,696500,1874.93,778000
27920,1003031,1003031,742,526500,0,598000
27921,1003032,1003032,332,256500,8048.75,408000
27922,1003033,1003033,770,706500,0,
27923,1003034,1003034,834,326500,0,388000
27924,1003035,1003035,522,246500,5998.78,358000
27925,1003036,1003036,300,266500,0,428000
27926,1003037,1003037,882,366500,1250,498000
27927,1003038,1003038,613,246500,0,258000
27928,1003039,1003039,342,486500,1860,718000
27929,1003040,1003040,445,126500,0,358000
27930,1003041,1003041,35,296500,7154,498000
27931,1003042,1003042,371,96500,3970.8,108000
27932,1003043,1003043,826,76500,0,88000
27933,1003044,1003044,238,376500,995,468000
27934,1003045,1003045,549,666500,0,908000
27935,1003046,1003046,444,186500,0,268000
27936,1003047,1003047,767,476500,0,
27937,1003048,1003048,726,176500,0,248000
27938,1003049,1003049,639,146500,0,
27939,1003050,1003050,279,256500,7078.5,288000
27940,1003051,1003051,17,346500,4302,508000
27941,1003052,1003052,539,76500,1958.81,78000
27942,1003053,1003053,128,256500,3760,858000
27943,1003054,1003054,476,266500,0,388000
27944,1003055,1003055,437,276500,2649.63,338000
27945,1003056,1003056,473,1456500,0,2508000
27946,1003057,1003057,551,1146500,0,
27947,1003058,1003058,882,296500,4958.75,388000
27948,1003059,1003059,61,196500,7125,388000
27949,1003060,1003060,887,186500,0,
27950,1003061,1003061,232,356500,2562.5,528000
27951,1003062,1003062,657,336500,2057.18,568000
27952,1003063,1003063,50,556500,1432.68,1268000
27953,1003064,1003064,589,526500,1603.8,658000
27954,1003065,1003065,689,156500,4474.15,238000
27955,1003066,1003066,697,436500,0,
27956,1003067,1003067,837,696500,0,728000
27957,1003068,1003068,56,296500,8637.5,378000
27958,1003069,1003069,806,406500,0,
27959,1003070,1003070,568,126500,3663.75,208000
27960,1003071,1003071,598,366500,0,368000
27961,1003072,1003072,742,146500,3987.5,218000
27962,1003073,1003073,300,326500,6482.5,508000
27963,1003074,1003074,857,646500,0,
27964,1003075,1003075,883,336500,5275,488000
27965,1003076,1003076,718,206500,1250,358000
27966,1003077,1003077,896,586500,0,
27967,1003078,1003078,149,296500,7720,368000
27968,1003079,1003079,208,276500,5653.75,408000
27969,1003080,1003080,546,336500,2397.01,368000
27970,1003081,1003081,514,556500,463.58,848000
27971,1003082,1003082,606,316500,3259,628000
27972,1003083,1003083,804,336500,10356.25,528000
27973,1003084,1003084,404,536500,5252.47,638000
27974,1003085,1003085,587,166500,0,
27975,1003086,1003086,281,436500,4242.41,758000
27976,1003087,1003087,790,76500,2882.97,388000
27977,1003088,1003088,658,226500,1997.13,328000
27978,1003089,1003089,302,446500,0,528000
27979,1003090,1003090,826,126500,2508.07,178000
27980,1003091,1003091,571,226500,0,328000
27981,1003092,1003092,134,366500,423.8,458000
27982,1003093,1003093,801,906500,12565,1158000
27983,1003094,1003094,118,1276500,0,1258000
27984,1003095,1003095,607,356500,0,488000
27985,1003096,1003096,168,306500,1250,1008000
27986,1003097,1003097,220,236500,8335,298000
27987,1003098,1003098,42,296500,9062.5,418000
27988,1003099,1003099,78,226500,1782.72,398000
27989,1003100,1003100,891,506500,2988.56,538000
27990,1003101,1003101,284,316500,0,328000
27991,1003102,1003102,360,456500,1150,478000
27992,1003103,1003103,629,206500,3227.72,278000
27993,1003104,1003104,644,136500,1445.28,128000
27994,1003105,1003105,718,156500,0,168000
27995,1003106,1003106,818,476500,0,
27996,1003107,1003107,436,316500,0,308000
27997,1003108,1003108,706,326500,0,
27998,1003109,1003109,688,326500,0,338000
27999,1003110,1003110,755,316500,0,
28000,1003111,1003111,200,126500,3750,658000
28001,1003112,1003112,891,176500,3432,218000
28002,1003113,1003113,317,116500,3603.4,188000
28003,1003114,1003114,686,416500,2744.54,478000
28004,1003115,1003115,746,486500,0,
28005,1003116,1003116,869,376500,3946.43,728000
28006,1003117,1003117,497,126500,3381.5,178000
28007,1003118,1003118,8,76500,2562.5,148000
28008,1003119,1003119,810,346500,10778.06,438000
28009,1003120,1003120,338,336500,1620.73,418000
28010,1003121,1003121,208,206500,4082.5,388000
28011,1003122,1003122,550,106500,0,
28012,1003123,1003123,303,286500,0,298000
28013,1003124,1003124,723,566500,1133.22,668000
28014,1003125,1003125,805,256500,2898.74,538000
28015,1003126,1003126,407,586500,0,818000
28016,1003127,1003127,117,536500,0,588000
28017,1003128,1003128,603,216500,3435.47,338000
28018,1003129,1003129,479,406500,13197.5,808000
28019,1003130,1003130,326,356500,484.5,538000
28020,1003131,1003131,459,416500,0,438000
28021,1003132,1003132,272,76500,1259.04,78000
28022,1003133,1003133,278,406500,904.75,418000
28023,1003134,1003134,293,406500,0,
28024,1003135,1003135,899,686500,6810,738000
28025,1003136,1003136,579,576500,9430,908000
28026,1003137,1003137,644,356500,0,858000
28027,1003138,1003138,489,206500,1831.61,208000
28028,1003139,1003139,9,36500,0,78000
28029,1003140,1003140,424,376500,0,
28030,1003141,1003141,576,246500,5409.41,368000
28031,1003142,1003142,396,286500,5483.98,498000
28032,1003143,1003143,524,396500,0,998000
28033,1003144,1003144,536,206500,2021.75,248000
28034,1003145,1003145,181,186500,3656.25,828000
28035,1003146,1003146,90,686500,12258,1528000
28036,1003147,1003147,603,376500,2220.98,418000
28037,1003148,1003148,890,556500,0,648000
28038,1003149,1003149,372,196500,2220,198000
28039,1003150,1003150,304,356500,0,528000
28040,1003151,1003151,754,156500,3330.87,218000
28041,1003152,1003152,565,276500,0,298000
28042,1003153,1003153,51,546500,1284.93,568000
